------------------------------------------
Starting Logging:16:17:47.384181
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
11:30:57.973506:(0.5633354187011719,),(0.0,),(0.0,),(0.0,),(0.5348920822143555,),(0.32389163970947266,),(0.0277786236256361,),(0.0,)
11:30:58.977627:(0.567924976348877,),(0.0,),(0.0,),(0.0,),(0.5437374114990234,),(0.3088235855102539,),(0.0277786236256361,),(0.0,)
11:30:59.982723:(0.5692124366760254,),(0.0,),(0.0,),(0.0,),(0.4683494567871094,),(0.3520965576171875,),(0.0277786236256361,),(0.0,)
-------------------------------
Starting Logging:11:35:23.115312
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
11:35:24.565495:(0.5624532699584961,),(0.0,),0,0,0,0,0,0
11:35:25.569739:(0.5545854568481445,),(0.0,),(0.0,),(0.0,),(0.49796104431152344,),(0.37822723388671875,),0,0
11:35:26.573824:(0.5572199821472168,),(0.0,),(0.0,),(0.0,),(0.4784107208251953,),(0.27620792388916016,),0,0
11:35:27.578479:(0.5782246589660645,),(0.0,),(0.0,),(0.0,),(0.4683494567871094,),(0.29296875,),0,0
-------------------------------
Starting Logging:11:38:27.255991
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
11:38:29.792904:0,0,0,0,0,0,0,0
11:38:30.797071:0,0,0,0,0,0,0,0
11:38:31.801583:0,0,0,0,0,0,0,0
11:38:32.805591:0,0,0,0,0,0,0,0
11:38:33.808953:0,0,0,0,0,0,0,0
11:38:34.812499:0,0,0,0,0,0,0,0
11:38:35.816957:0,0,0,0,0,0,0,0
-------------------------------
Starting Logging:11:39:53.402111
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
11:39:54.892809:0,0,(0.0,),(0.0,),0,0,(0.0277786236256361,),(0.0,)
11:39:55.897156:0,0,(0.0,),(0.0,),0,0,(0.0277786236256361,),(0.0,)
11:39:56.901513:0,0,(0.0,),(0.0,),0,0,(0.0277786236256361,),(0.0,)
11:39:57.905815:0,0,(0.0,),(0.0,),0,0,(0.0277786236256361,),(0.0,)
11:39:58.910405:0,0,(0.0,),(0.0,),0,0,(0.0277786236256361,),(0.0,)
11:39:59.915454:0,0,(0.0,),(0.0,),0,0,(0.0277786236256361,),(0.0,)
11:40:00.919792:0,0,(0.0,),(0.0,),0,0,(0.0277786236256361,),(0.0,)
11:40:01.929726:0,0,(0.0,),(0.0,),0,0,(0.0277786236256361,),(0.0,)
11:40:02.933606:0,0,(0.0,),(0.0,),0,0,(0.0277786236256361,),(0.0,)
11:40:03.941614:0,0,(0.0,),(0.0,),0,0,(0.0277786236256361,),(0.0,)
-------------------------------
Starting Logging:11:40:07.580109
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
11:40:09.057630:0,0,0,0,0,0,0,0
11:40:10.061675:0,0,0,0,0,0,0,0
11:40:11.065683:0,0,0,0,0,0,0,0
11:40:12.069614:0,0,0,0,0,0,0,0
11:40:13.073795:0,0,0,0,0,0,0,0
11:40:14.085279:0,0,0,0,0,0,0,0
11:40:15.088609:0,0,0,0,0,0,0,0
11:40:16.092908:0,0,0,0,0,0,0,0
11:40:17.096931:0,0,0,0,0,0,0,0
11:40:18.100846:0,0,0,0,0,0,0,0
-------------------------------
Starting Logging:11:40:21.885380
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
11:40:23.417968:0,0,0,0,0,0,0,0
11:40:24.435386:0,0,0,0,0,0,0,0
11:40:25.438660:0,0,0,0,0,0,0,0
11:40:26.442031:0,0,0,0,0,0,0,0
11:40:27.445406:0,0,0,0,0,0,0,0
11:40:28.448816:0,0,0,0,0,0,0,0
11:40:29.457048:0,0,0,0,0,0,0,0
11:40:30.461269:0,0,0,0,0,0,0,0
11:40:31.465274:0,0,0,0,0,0,0,0
11:40:32.469166:0,0,0,0,0,0,0,0
11:40:33.473149:0,0,0,0,0,0,0,0
11:40:34.486766:0,0,0,0,0,0,0,0
11:40:35.494740:0,0,0,0,0,0,0,0
11:40:36.502792:0,0,0,0,0,0,0,0
11:40:37.510859:0,0,0,0,0,0,0,0
-------------------------------
Starting Logging:11:41:57.742570
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
11:41:59.219860:0,0,0,0,0,0,0,0
11:42:00.224014:0,0,0,0,0,0,0,0
11:42:01.228015:0,0,0,0,0,0,0,0
11:42:02.231343:0,0,0,0,0,0,0,0
11:42:03.236772:0,0,0,0,0,0,0,0
-------------------------------
Starting Logging:11:42:28.332827
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
11:42:29.819469:0,0,0,0,0,0,0,0
11:42:31.828203:0,0,0,0,0,0,0,0
11:42:33.847796:0,0,0,0,0,0,0,0
11:42:35.857618:0,0,0,0,0,0,0,0
11:42:37.870930:0,0,0,0,0,0,0,0
11:42:40.887517:0,0,0,0,0,0,0,0
11:42:42.897784:0,0,0,0,0,0,0,0
-------------------------------
Starting Logging:11:45:13.616366
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
11:45:16.045202:(0.4916667938232422,),(0.0,),(0.0,),(0.0,),(0.5348920822143555,),(0.32389163970947266,),0,0
11:45:17.050453:(0.5104303359985352,),(0.0,),(0.0,),(0.0,),(0.5694389343261719,),(0.40264129638671875,),(0.0277786236256361,),(0.0,)
11:45:18.055266:(0.5074262619018555,),(0.0,),(0.0,),(0.0,),(0.5777359008789062,),(0.32389163970947266,),(0.0277786236256361,),(0.0,)
11:45:19.058752:(0.5260825157165527,),(0.0,),(0.0,),(0.0,),(0.6176233291625977,),(0.37822723388671875,),(0.0277786236256361,),(0.0,)
11:45:20.064047:(0.5370855331420898,),(0.0,),(0.0,),(0.0,),(0.48828125,),(0.3088235855102539,),(0.0277786236256361,),(0.0,)
11:45:21.068254:(0.5267620086669922,),(0.0,),(0.0,),(0.0,),(0.5694389343261719,),(0.3654003143310547,),(0.0277786236256361,),(0.0,)
11:45:22.072621:(0.5182981491088867,),(0.0,),(0.0,),(0.0,),(0.5694389343261719,),(0.3654003143310547,),(0.0277786236256361,),(0.0,)
11:45:23.077467:(0.5180120468139648,),(0.0,),(0.0,),(0.0,),(0.5074262619018555,),(0.390625,),(0.0277786236256361,),(0.0,)
-------------------------------
Starting Logging:12:00:41.277224
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
12:00:43.730852:(132.66015625,),(0.0,),(0.0,),(0.0,),(0.5609989166259766,),(0.40264129638671875,),(0.0277786236256361,),(0.0,)
12:00:44.735196:(132.64266967773438,),(0.0,),(0.0,),(0.0,),(0.4580497741699219,),(0.29296875,),(0.0277786236256361,),(0.0,)
12:00:45.749095:(132.6695556640625,),(0.0,),(0.0,),(0.0,),(0.5524158477783203,),(0.3088235855102539,),(0.0277786236256361,),(0.0,)
12:00:46.754011:(132.66629028320312,),(0.0,),(0.0,),(0.0,),(0.6098747253417969,),(0.3654003143310547,),(0.0277786236256361,),(0.0,)
12:00:47.758833:(132.6696319580078,),(0.0,),(0.0,),(0.0,),(0.5074262619018555,),(0.37822723388671875,),(0.0277786236256361,),(0.0,)
12:00:48.765810:(132.66526794433594,),(0.0,),(0.0,),(0.0,),(0.5694389343261719,),(0.23920536041259766,),(0.0277786236256361,),(0.0,)
12:00:49.769922:(132.66526794433594,),(0.0,),(0.0,),(0.0,),(0.6019830703735352,),(0.37822723388671875,),(0.0277786236256361,),(0.0,)
12:00:50.781986:(132.66070556640625,),(0.0,),(0.0,),(0.0,),(0.5167484283447266,),(0.27620792388916016,),(0.0277786236256361,),(0.0,)
12:00:51.786639:(132.6715850830078,),(0.0,),(0.0,),(0.0,),(0.5859375,),(0.27620792388916016,),(0.0277786236256361,),(0.0,)
12:00:52.791370:(132.67156982421875,),(0.0,),(0.0,),(0.0,),(0.6098747253417969,),(0.390625,),(0.0277786236256361,),(0.0,)
12:00:53.796234:(132.6881866455078,),(0.0,),(0.0,),(0.0,),(0.5609989166259766,),(0.27620792388916016,),(0.0277786236256361,),(0.0,)
12:00:54.801257:(132.66555786132812,),(0.0,),(0.0,),(0.0,),(0.594019889831543,),(0.37822723388671875,),(0.0277786236256361,),(0.0,)
12:00:55.828789:(132.6745147705078,),(0.0,),(0.0,),(0.0,),(0.5694389343261719,),(0.3654003143310547,),(0.0277786236256361,),(0.0,)
12:00:56.838779:(132.6745147705078,),(0.0,),(0.0,),(0.0,),(0.5694389343261719,),(0.3654003143310547,),(0.0277786236256361,),(0.0,)
12:00:57.843539:(132.66246032714844,),(0.0,),(0.0,),(0.0,),(0.5259037017822266,),(0.390625,),(0.0277786236256361,),(0.0,)
12:00:58.847509:(132.67242431640625,),(0.0,),(0.0,),(0.0,),(0.6019830703735352,),(0.3654003143310547,),(0.0277786236256361,),(0.0,)
12:00:59.852441:(132.6674041748047,),(0.0,),(0.0,),(0.0,),(0.594019889831543,),(0.33829212188720703,),(0.0277786236256361,),(0.0,)
12:01:00.863149:(132.67327880859375,),(0.0,),(0.0,),(0.0,),(0.4580497741699219,),(0.390625,),(0.0277786236256361,),(0.0,)
12:01:01.868245:(132.68161010742188,),(0.0,),(0.0,),(0.0,),(0.5167484283447266,),(0.4143238067626953,),(0.0277786236256361,),(0.0,)
12:01:03.876039:(132.673828125,),(0.0,),(0.0,),(0.0,),(0.48828125,),(0.29296875,),(0.0277786236256361,),(0.0,)
12:01:04.880090:(132.67117309570312,),(0.0,),(0.0,),(0.0,),(0.5167484283447266,),(0.37822723388671875,),(0.0277786236256361,),(0.0,)
12:01:05.894085:(132.6761016845703,),(0.0,),(0.0,),(0.0,),(0.5259037017822266,),(0.37822723388671875,),(0.0277786236256361,),(0.0,)
12:01:06.898774:(132.68116760253906,),(0.0,),(0.0,),(0.0,),(0.5609989166259766,),(0.23920536041259766,),(0.0277786236256361,),(0.0,)
12:01:07.903059:(132.6742706298828,),(0.0,),(0.0,),(0.0,),(0.5524158477783203,),(0.2583742141723633,),(0.0277786236256361,),(0.0,)
12:01:08.907370:(132.67245483398438,),(0.0,),(0.0,),(0.0,),(0.5259037017822266,),(0.27620792388916016,),(0.0277786236256361,),(0.0,)
12:01:09.921310:(132.66738891601562,),(0.0,),(0.0,),(0.0,),(0.5259037017822266,),(0.27620792388916016,),(0.0277786236256361,),(0.0,)
12:01:10.931949:(132.65240478515625,),(0.0,),(0.0,),(0.0,),(0.5524158477783203,),(0.3088235855102539,),(0.0277786236256361,),(0.0,)
12:01:11.938108:(132.65135192871094,),(0.0,),(0.0,),(0.0,),(0.625300407409668,),(0.37822723388671875,),(0.0277786236256361,),(0.0,)
12:01:12.945209:(132.6712646484375,),(0.0,),(0.0,),(0.0,),(0.5609989166259766,),(0.40264129638671875,),(0.0277786236256361,),(0.0,)
12:01:13.949317:(132.70425415039062,),(0.0,),(0.0,),(0.0,),(0.5348920822143555,),(0.40264129638671875,),(0.0277786236256361,),(0.0,)
12:01:14.955601:(132.6940460205078,),(0.0,),(0.0,),(0.0,),(0.5859375,),(0.4143238067626953,),(0.0277786236256361,),(0.0,)
12:01:15.966470:(132.66558837890625,),(0.0,),(0.0,),(0.0,),(0.5167484283447266,),(0.29296875,),(0.0277786236256361,),(0.0,)
12:01:16.978921:(132.66558837890625,),(0.0,),(0.0,),(0.0,),(0.5859375,),(0.32389163970947266,),(0.0277786236256361,),(0.0,)
12:01:17.982217:(132.68252563476562,),(0.0,),(0.0,),(0.0,),(0.5437374114990234,),(0.32389163970947266,),(0.0277786236256361,),(0.0,)
12:01:18.985554:(132.6658477783203,),(0.0,),(0.0,),(0.0,),(0.5694389343261719,),(0.2583742141723633,),(0.0277786236256361,),(0.0,)
12:01:19.988933:(132.67213439941406,),(0.0,),(0.0,),(0.0,),(0.6019830703735352,),(0.32389163970947266,),(0.0277786236256361,),(0.0,)
12:01:20.997946:(132.67234802246094,),(0.0,),(0.0,),(0.0,),(0.48828125,),(0.3654003143310547,),(0.0277786236256361,),(0.0,)
12:01:22.001349:(132.67823791503906,),(0.0,),(0.0,),(0.0,),(0.5524158477783203,),(0.3654003143310547,),(0.0277786236256361,),(0.0,)
12:01:24.007817:(132.70326232910156,),(0.0,),(0.0,),(0.0,),(0.5437374114990234,),(0.390625,),(0.0277786236256361,),(0.0,)
12:01:25.011304:(132.6631317138672,),(0.0,),(0.0,),(0.0,),(0.6098747253417969,),(0.390625,),(0.0277786236256361,),(0.0,)
12:01:26.020973:(132.66685485839844,),(0.0,),(0.0,),(0.0,),(0.6019830703735352,),(0.3520965576171875,),(0.0277786236256361,),(0.0,)
12:01:27.026318:(132.6576690673828,),(0.0,),(0.0,),(0.0,),(0.5437374114990234,),(0.3088235855102539,),(0.0277786236256361,),(0.0,)
12:01:28.031011:(132.65403747558594,),(0.0,),(0.0,),(0.0,),(0.6403684616088867,),(0.40264129638671875,),(0.0277786236256361,),(0.0,)
12:01:29.036866:(132.67147827148438,),(0.0,),(0.0,),(0.0,),(0.6176233291625977,),(0.27620792388916016,),(0.0277786236256361,),(0.0,)
12:01:31.046245:(132.67404174804688,),(0.0,),(0.0,),(0.0,),(0.6019830703735352,),(0.2583742141723633,),(0.0277786236256361,),(0.0,)
12:01:32.051488:(132.6690216064453,),(0.0,),(0.0,),(0.0,),(0.5167484283447266,),(0.390625,),(0.0277786236256361,),(0.0,)
12:01:33.057548:(132.6712188720703,),(0.0,),(0.0,),(0.0,),(0.49796104431152344,),(0.3088235855102539,),(0.0277786236256361,),(0.0,)
12:01:34.062263:(132.6712646484375,),(0.0,),(0.0,),(0.0,),(0.594019889831543,),(0.29296875,),(0.0277786236256361,),(0.0,)
12:01:35.067447:(132.66390991210938,),(0.0,),(0.0,),(0.0,),(0.6098747253417969,),(0.3654003143310547,),(0.0277786236256361,),(0.0,)
12:01:36.077729:(132.67713928222656,),(0.0,),(0.0,),(0.0,),(0.5259037017822266,),(0.40264129638671875,),(0.0277786236256361,),(0.0,)
12:01:37.092831:(132.66885375976562,),(0.0,),(0.0,),(0.0,),(0.594019889831543,),(0.3088235855102539,),(0.0277786236256361,),(0.0,)
12:01:38.097011:(132.65357971191406,),(0.0,),(0.0,),(0.0,),(0.5074262619018555,),(0.390625,),(0.0277786236256361,),(0.0,)
12:01:39.100301:(132.6747283935547,),(0.0,),(0.0,),(0.0,),(0.594019889831543,),(0.390625,),(0.0277786236256361,),(0.0,)
12:01:40.105120:(132.67477416992188,),(0.0,),(0.0,),(0.0,),(0.5074262619018555,),(0.2583742141723633,),(0.0277786236256361,),(0.0,)
12:01:41.122842:(132.68150329589844,),(0.0,),(0.0,),(0.0,),(0.5777359008789062,),(0.3088235855102539,),(0.0277786236256361,),(0.0,)
12:01:42.131404:(132.67489624023438,),(0.0,),(0.0,),(0.0,),(0.5167484283447266,),(0.37822723388671875,),(0.0277786236256361,),(0.0,)
12:01:43.137376:(132.66717529296875,),(0.0,),(0.0,),(0.0,),(0.4367351531982422,),(0.33829212188720703,),(0.0277786236256361,),(0.0,)
12:01:44.149910:(132.66554260253906,),(0.0,),(0.0,),(0.0,),(0.5859375,),(0.390625,),(0.0277786236256361,),(0.0,)
12:01:45.155310:(132.65562438964844,),(0.0,),(0.0,),(0.0,),(0.594019889831543,),(0.33829212188720703,),(0.0277786236256361,),(0.0,)
12:01:46.169722:(132.65931701660156,),(0.0,),(0.0,),(0.0,),(0.5859375,),(0.2183675765991211,),(0.0277786236256361,),(0.0,)
12:01:47.175074:(132.6774444580078,),(0.0,),(0.0,),(0.0,),(0.5259037017822266,),(0.1953125,),(0.0277786236256361,),(0.0,)
12:01:48.180214:(132.6876678466797,),(0.0,),(0.0,),(0.0,),(0.6623268127441406,),(0.2583742141723633,),(0.0277786236256361,),(0.0,)
12:01:49.183705:(132.6647186279297,),(0.0,),(0.0,),(0.0,),(0.4580497741699219,),(0.27620792388916016,),(0.0277786236256361,),(0.0,)
12:01:51.193887:(132.6753387451172,),(0.0,),(0.0,),(0.0,),(0.6019830703735352,),(0.33829212188720703,),(0.0277786236256361,),(0.0,)
12:01:52.197392:(132.65957641601562,),(0.0,),(0.0,),(0.0,),(0.5259037017822266,),(0.2183675765991211,),(0.0277786236256361,),(0.0,)
12:01:53.204837:(132.66677856445312,),(0.0,),(0.0,),(0.0,),(0.5074262619018555,),(0.29296875,),(0.0277786236256361,),(0.0,)
-------------------------------
Starting Logging:12:05:07.610482
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
12:05:09.303652:0,0,00000000,00000000,C0F4FE3E,20D5A53E,0,0
12:05:10.307945:0,0,00000000,00000000,C0F4FE3E,20D5A53E,0,0
12:05:11.312125:0,0,00000000,00000000,C0F4FE3E,20D5A53E,0,0
12:05:12.316426:0,0,00000000,00000000,C0F4FE3E,20D5A53E,0,0
-------------------------------
Starting Logging:12:33:09.611835
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
-------------------------------
Starting Logging:12:33:47.135420
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
-------------------------------
Starting Logging:12:34:04.362704
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
-------------------------------
Starting Logging:12:35:07.320260
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
-------------------------------
Starting Logging:12:35:34.402964
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
-------------------------------
Starting Logging:12:36:02.375603
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
-------------------------------
Starting Logging:12:36:31.107976
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
-------------------------------
Starting Logging:12:36:48.882288
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
-------------------------------
Starting Logging:12:37:47.954086
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
-------------------------------
Starting Logging:12:38:38.453897
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
-------------------------------
Starting Logging:12:39:12.654502
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
-------------------------------
Starting Logging:12:39:36.003774
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
12:39:38.101816:D78C0443,00000000,00000000,00000000,B0EE083F,0000963E,0,0
12:39:39.105665:29900443,00000000,00000000,00000000,60320B3F,0027CE3E,0,0
12:39:40.109342:78940443,00000000,00000000,00000000,C0C6113F,20D5A53E,FF8FE33C,00000000
12:39:41.114071:92920443,00000000,00000000,00000000,B0EE083F,20D5A53E,FF8FE33C,00000000
-------------------------------
Starting Logging:13:05:20.013412
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
13:05:21.385797:497F0443,00000000,0,0,0,0,0,0
13:05:22.390006:497F0443,00000000,0,0,0,0,0,0
13:05:23.394428:497F0443,00000000,0,0,0,0,0,0
13:05:24.406385:497F0443,00000000,0,0,0,0,0,0
-------------------------------
Starting Logging:13:21:01.799414
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
13:21:04.152873:AB850443,00000000,00000000,00000000,40F2F43E,C09BDF3E,FF8FE33C,00000000
13:21:05.157228:A98A0443,00000000,00000000,00000000,A049043F,A034AD3E,FF8FE33C,00000000
13:21:06.161394:29880443,00000000,00000000,00000000,A049043F,0000963E,FF8FE33C,00000000
13:21:07.167416:C08B0443,00000000,00000000,00000000,B013203F,A034AD3E,FF8FE33C,00000000
13:21:08.171366:C2880443,00000000,00000000,00000000,B013203F,A049843E,FF8FE33C,00000000
13:21:10.178771:DB7D0443,00000000,00000000,00000000,206B0D3F,201E9E3E,FF8FE33C,00000000
13:21:11.183421:41830443,00000000,00000000,00000000,B0E6013F,0000963E,FF8FE33C,00000000
13:21:12.188004:0E860443,00000000,00000000,00000000,A09D0F3F,0000C83E,FF8FE33C,00000000
-------------------------------
Starting Logging:13:23:02.649454
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
13:23:05.075969:06840443,00000000,00000000,00000000,C0201C3F,0046B43E,FF8FE33C,00000000
13:23:06.080560:87870443,00000000,00000000,00000000,B011183F,206B8D3E,FF8FE33C,00000000
13:23:07.085176:34830443,00000000,00000000,00000000,0000163F,0000C83D,FF8FE33C,00000000
13:23:08.089507:42830443,00000000,00000000,00000000,80E6133F,C015BB3E,FF8FE33C,00000000
13:23:09.105912:EA7C0443,00000000,00000000,00000000,B011183F,201E9E3E,FF8FE33C,00000000
13:23:10.110810:2D810443,00000000,00000000,00000000,206B0D3F,0000963E,FF8FE33C,00000000
13:23:11.116037:338A0443,00000000,00000000,00000000,206B0D3F,0027CE3E,FF8FE33C,00000000
13:23:12.120252:C9870443,00000000,00000000,00000000,40F2F43E,20D5A53E,FF8FE33C,00000000
13:23:13.125090:7A850443,00000000,00000000,00000000,C0201C3F,0000963E,FF8FE33C,00000000
13:23:14.134061:A1850443,00000000,00000000,00000000,9004223F,0000963E,FF8FE33C,00000000
13:23:15.138217:ED820443,00000000,00000000,00000000,A049043F,0000963E,FF8FE33C,00000000
13:23:16.142642:00800443,00000000,00000000,00000000,A0A1063F,A034AD3E,FF8FE33C,00000000
13:23:17.147362:5F7B0443,00000000,00000000,00000000,B013203F,0027CE3E,FF8FE33C,00000000
13:23:18.151324:B8810443,00000000,00000000,00000000,B0E6013F,C015BB3E,FF8FE33C,00000000
13:23:19.161214:B5800443,00000000,00000000,00000000,D0B4273F,0046B43E,FF8FE33C,00000000
13:23:20.165489:27840443,00000000,00000000,00000000,901B1A3F,0046B43E,FF8FE33C,00000000
13:23:21.169786:8F820443,00000000,00000000,00000000,901B1A3F,C015BB3E,FF8FE33C,00000000
13:23:22.178695:F97D0443,00000000,00000000,00000000,8085EA3E,C015BB3E,FF8FE33C,00000000
13:23:23.183569:287F0443,00000000,00000000,00000000,C0201C3F,0046B43E,FF8FE33C,00000000
13:23:24.197125:F0800443,00000000,00000000,00000000,901B1A3F,00A7C13E,FF8FE33C,00000000
13:23:25.201368:39820443,00000000,00000000,00000000,0000163F,201E9E3E,FF8FE33C,00000000
13:23:26.207153:03850443,00000000,00000000,00000000,B0E6013F,0000C83E,FF8FE33C,00000000
13:23:27.213770:D3820443,00000000,00000000,00000000,0000163F,20D5A53E,FF8FE33C,00000000
13:23:28.219613:CF870443,00000000,00000000,00000000,A0A1063F,C09B5F3E,FF8FE33C,00000000
13:23:29.232827:617F0443,00000000,00000000,00000000,0000FA3E,206B8D3E,FF8FE33C,00000000
13:23:30.237094:60780443,00000000,00000000,00000000,80E6133F,20D5A53E,FF8FE33C,00000000
13:23:31.247592:AD790443,00000000,00000000,00000000,0000163F,20D5A53E,FF8FE33C,00000000
13:23:32.251385:017F0443,00000000,00000000,00000000,A0A1063F,201E9E3E,FF8FE33C,00000000
-------------------------------
Starting Logging:13:24:11.260077
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
13:24:12.699796:E1840443,00000000,0,0,0000163F,201E9E3E,FF8FE33C,00000000
13:24:13.704166:E1840443,00000000,0,0,0000163F,201E9E3E,FF8FE33C,00000000
-------------------------------
Starting Logging:13:27:03.343562
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
13:27:04.774659:0,0,00000000,00000000,A09D0F3F,201E9E3E,0,0
13:27:05.778415:0,0,00000000,00000000,A09D0F3F,201E9E3E,0,0
13:27:06.782072:0,0,00000000,00000000,A09D0F3F,201E9E3E,0,0
13:27:07.785751:0,0,00000000,00000000,A09D0F3F,201E9E3E,0,0
13:27:08.789307:0,0,00000000,00000000,A09D0F3F,201E9E3E,0,0
13:27:09.793235:0,0,00000000,00000000,A09D0F3F,201E9E3E,0,0
13:27:10.801378:0,0,00000000,00000000,A09D0F3F,201E9E3E,0,0
13:27:11.804964:0,0,00000000,00000000,A09D0F3F,201E9E3E,0,0
13:27:12.808931:0,0,00000000,00000000,A09D0F3F,201E9E3E,0,0
13:27:13.812654:0,0,00000000,00000000,A09D0F3F,201E9E3E,0,0
13:27:14.816270:0,0,00000000,00000000,A09D0F3F,201E9E3E,0,0
13:27:15.823276:0,0,00000000,00000000,A09D0F3F,201E9E3E,0,0
13:27:16.829073:0,0,00000000,00000000,A09D0F3F,201E9E3E,0,0
13:27:17.834352:0,0,00000000,00000000,A09D0F3F,201E9E3E,0,0
13:27:18.838592:0,0,00000000,00000000,A09D0F3F,201E9E3E,0,0
13:27:19.843228:0,0,00000000,00000000,A09D0F3F,201E9E3E,0,0
13:27:20.855200:0,0,00000000,00000000,A09D0F3F,201E9E3E,0,0
-------------------------------
Starting Logging:13:31:12.311953
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
-------------------------------
Starting Logging:13:32:10.195460
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
13:32:12.534209:C84CF742,00000000,00000000,00000000,B011183F,0000C83E,FF8FE33C,00000000
13:32:13.563082:3239F742,00000000,00000000,00000000,A0A1063F,0046B43E,FF8FE33C,00000000
13:32:14.568582:2B30F742,00000000,00000000,00000000,80E6133F,0000963E,FF8FE33C,00000000
13:32:15.573168:6A2AF742,00000000,00000000,00000000,A0A1063F,20D5A53E,FF8FE33C,00000000
